Report_Name,Title Master Report
Report_ID,TR
Release,5
Institution_Name,"University of Mary Washington"
Institution_ID,CUP:8a9402095413b9bc015413e3df7216b0
Metric_Types,Total_Item_Investigations; Total_Item_Requests; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests; No_License; Limit_Exceeded
Report_Filters,Data_Type=Book|Journal
Report_Attributes,Attributes_To_Show=Access_Method|Data_Type|Access_Type|Section_Type|YOP
Exceptions,"3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Data_Type was invalid with the value(s) Platform); 3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Access_Type was invalid with the value(s) Other_Free_To_Read)"
Reporting_Period,Begin_Date=2020-07-01; End_Date=2021-06-30
Created,2022-01-12T19:10:00Z
Created_By,Cambridge Core

Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,ISBN,Print_ISSN,Online_ISSN,URI,Data_Type,Section_Type,YOP,Access_Type,Access_Method,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2011",Controlled,Regular,Total_Item_Investigations,4,0,1,0,0,3,0,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2011",Controlled,Regular,Total_Item_Requests,3,0,1,0,0,2,0,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2011",Controlled,Regular,Unique_Item_Requests,2,0,1,0,0,1,0,0,0,0,0,0,0,
"Ancient Mesoamerica",Cambridge University Press,,Cambridge Core,,CUP:ATM,,0956-5361,1469-1787,https://www.cambridge.org/core/product/identifier/ATM/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Ancient Mesoamerica",Cambridge University Press,,Cambridge Core,,CUP:ATM,,0956-5361,1469-1787,https://www.cambridge.org/core/product/identifier/ATM/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Requests,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Ancient Mesoamerica",Cambridge University Press,,Cambridge Core,,CUP:ATM,,0956-5361,1469-1787,https://www.cambridge.org/core/product/identifier/ATM/type/journal,Journal,Article,"2014",Controlled,Regular,Unique_Item_Requests,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Investigations,2,0,2,0,0,0,0,0,0,0,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Investigations,24,0,3,12,0,0,0,2,6,0,0,1,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Requests,17,0,2,6,0,0,0,2,6,0,0,1,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2014",Controlled,Regular,Unique_Item_Requests,13,0,1,6,0,0,0,1,4,0,0,1,0,
"American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AAQ,,0002-7316,2325-5064,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0,
"American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AAQ,,0002-7316,2325-5064,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,Journal,Article,"2015",Controlled,Regular,No_License,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Investigations,8,0,4,0,0,4,0,0,0,0,0,0,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Requests,3,0,2,0,0,1,0,0,0,0,0,0,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2015",Controlled,Regular,Unique_Item_Requests,2,0,1,0,0,1,0,0,0,0,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,,2151-3481,2329-3225,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,,2151-3481,2329-3225,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,,2151-3481,2329-3225,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,1,0,1,0,0,0,0,0,0,0,0,0,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,17,0,1,0,0,1,0,0,0,4,8,1,2,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,17,0,1,0,0,1,0,0,0,4,8,1,2,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,12,0,1,0,0,1,0,0,0,3,5,1,1,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Journal,Article,"2020",OA_Gold,Regular,Total_Item_Investigations,4,0,1,1,0,0,0,0,0,0,2,0,0,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Journal,Article,"2020",OA_Gold,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,2,0,0,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Journal,Article,"2020",OA_Gold,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Institutional Economics",Cambridge University Press,,Cambridge Core,,CUP:JOI,,1744-1374,1744-1382,https://www.cambridge.org/core/product/identifier/JOI/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,3,0,3,0,0,0,0,0,0,0,0,0,0,
"Journal of Institutional Economics",Cambridge University Press,,Cambridge Core,,CUP:JOI,,1744-1374,1744-1382,https://www.cambridge.org/core/product/identifier/JOI/type/journal,Journal,Article,"2020",Controlled,Regular,No_License,3,0,3,0,0,0,0,0,0,0,0,0,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,13,0,6,0,0,0,0,0,2,1,2,2,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,11,0,4,0,0,0,0,0,2,1,2,2,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,9,0,4,0,0,0,0,0,2,1,1,1,0,
"Radiocarbon",Cambridge University Press,,Cambridge Core,,CUP:RDC,,0033-8222,1945-5755,https://www.cambridge.org/core/product/identifier/RDC/type/journal,Journal,Article,"2020",OA_Gold,Regular,Total_Item_Investigations,1,0,1,0,0,0,0,0,0,0,0,0,0,
"Geological Magazine",Cambridge University Press,,Cambridge Core,,CUP:GEO,,0016-7568,1469-5081,https://www.cambridge.org/core/product/identifier/GEO/type/journal,Journal,Article,"1914",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Geological Magazine",Cambridge University Press,,Cambridge Core,,CUP:GEO,,0016-7568,1469-5081,https://www.cambridge.org/core/product/identifier/GEO/type/journal,Journal,Article,"1914",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Austrian History Yearbook",Cambridge University Press,,Cambridge Core,,CUP:AHY,,0067-2378,1558-5255,https://www.cambridge.org/core/product/identifier/AHY/type/journal,Journal,Article,"1968",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Austrian History Yearbook",Cambridge University Press,,Cambridge Core,,CUP:AHY,,0067-2378,1558-5255,https://www.cambridge.org/core/product/identifier/AHY/type/journal,Journal,Article,"1968",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Journal,Article,"1969",Controlled,Regular,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Journal,Article,"1969",Controlled,Regular,Total_Item_Requests,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Journal of Glaciology",Cambridge University Press,,Cambridge Core,,CUP:JOG,,0022-1430,1727-5652,https://www.cambridge.org/core/product/identifier/JOG/type/journal,Journal,Article,"1969",Controlled,Regular,Unique_Item_Requests,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Journal,Article,"1978",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Journal,Article,"1978",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Journal,Article,"1978",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Journal,Article,"1978",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Radiocarbon",Cambridge University Press,,Cambridge Core,,CUP:RDC,,0033-8222,1945-5755,https://www.cambridge.org/core/product/identifier/RDC/type/journal,Journal,Article,"1980",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Slavic Review",Cambridge University Press,,Cambridge Core,,CUP:SLR,,0037-6779,2325-7784,https://www.cambridge.org/core/product/identifier/SLR/type/journal,Journal,Article,"1985",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Slavic Review",Cambridge University Press,,Cambridge Core,,CUP:SLR,,0037-6779,2325-7784,https://www.cambridge.org/core/product/identifier/SLR/type/journal,Journal,Article,"1985",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1986",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1986",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Latin American Studies",Cambridge University Press,,Cambridge Core,,CUP:LAS,,0022-216X,1469-767X,https://www.cambridge.org/core/product/identifier/LAS/type/journal,Journal,Article,"1987",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Latin American Studies",Cambridge University Press,,Cambridge Core,,CUP:LAS,,0022-216X,1469-767X,https://www.cambridge.org/core/product/identifier/LAS/type/journal,Journal,Article,"1987",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Language in Society",Cambridge University Press,,Cambridge Core,,CUP:LSY,,0047-4045,1469-8013,https://www.cambridge.org/core/product/identifier/LSY/type/journal,Journal,Article,"1987",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Language in Society",Cambridge University Press,,Cambridge Core,,CUP:LSY,,0047-4045,1469-8013,https://www.cambridge.org/core/product/identifier/LSY/type/journal,Journal,Article,"1987",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Antiquaries Journal",Cambridge University Press,,Cambridge Core,,CUP:ANT,,0003-5815,1758-5309,https://www.cambridge.org/core/product/identifier/ANT/type/journal,Journal,Article,"1988",Controlled,Regular,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0,
"The Antiquaries Journal",Cambridge University Press,,Cambridge Core,,CUP:ANT,,0003-5815,1758-5309,https://www.cambridge.org/core/product/identifier/ANT/type/journal,Journal,Article,"1988",Controlled,Regular,No_License,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"1988",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"1988",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of British Studies",Cambridge University Press,,Cambridge Core,,CUP:JBR,,0021-9371,1545-6986,https://www.cambridge.org/core/product/identifier/JBR/type/journal,Journal,Article,"1990",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of British Studies",Cambridge University Press,,Cambridge Core,,CUP:JBR,,0021-9371,1545-6986,https://www.cambridge.org/core/product/identifier/JBR/type/journal,Journal,Article,"1990",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Journal,Article,"1993",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Journal,Article,"1993",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"1993",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"1993",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,,0026-3184,2329-3233,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Journal,Article,"1994",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Review of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:RMS,,0026-3184,2329-3233,https://www.cambridge.org/core/product/identifier/RMS/type/journal,Journal,Article,"1994",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"1994",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"1994",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"1994",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"1994",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Cambridge Archaeological Journal",Cambridge University Press,,Cambridge Core,,CUP:CAJ,,0959-7743,1474-0540,https://www.cambridge.org/core/product/identifier/CAJ/type/journal,Journal,Article,"1994",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Cambridge Archaeological Journal",Cambridge University Press,,Cambridge Core,,CUP:CAJ,,0959-7743,1474-0540,https://www.cambridge.org/core/product/identifier/CAJ/type/journal,Journal,Article,"1994",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Law & Social Inquiry",Cambridge University Press,,Cambridge Core,,CUP:LSI,,0897-6546,1747-4469,https://www.cambridge.org/core/product/identifier/LSI/type/journal,Journal,Article,"1995",Controlled,Regular,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Law & Social Inquiry",Cambridge University Press,,Cambridge Core,,CUP:LSI,,0897-6546,1747-4469,https://www.cambridge.org/core/product/identifier/LSI/type/journal,Journal,Article,"1995",Controlled,Regular,No_License,1,0,0,1,0,0,0,0,0,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"1998",Controlled,Regular,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"1998",Controlled,Regular,Total_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"1998",Controlled,Regular,Unique_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Theatre Research International",Cambridge University Press,,Cambridge Core,,CUP:TRI,,0307-8833,1474-0672,https://www.cambridge.org/core/product/identifier/TRI/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Investigations,3,0,0,1,1,1,0,0,0,0,0,0,0,
"Theatre Research International",Cambridge University Press,,Cambridge Core,,CUP:TRI,,0307-8833,1474-0672,https://www.cambridge.org/core/product/identifier/TRI/type/journal,Journal,Article,"2000",Controlled,Regular,No_License,3,0,0,1,1,1,0,0,0,0,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Investigations,4,0,0,4,0,0,0,0,0,0,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Requests,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"2000",Controlled,Regular,Unique_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0,
