title,vendor,publisher,platform,isbn,issn,eissn,yop,access_type,access_method,metric,total
"Harbin to Hanoi : The Colonial Built Environment in Asia, 1840 to 1940",ProQuest,Hong Kong University Press,ProQuest Ebook Central,978-988-8139-41-5,,,2013,Controlled,Regular,Unique Title Requests,1
Anna May Wong,ProQuest,Hong Kong University Press,ProQuest Ebook Central,978-988-8139-63-7,,,2012,Controlled,Regular,Unique Title Requests,2
Early Chinese Texts on Painting,ProQuest,Hong Kong University Press,ProQuest Ebook Central,978-988-8139-73-6,,,2012,Controlled,Regular,Unique Title Requests,1
Mu Shiying,ProQuest,Hong Kong University Press,ProQuest Ebook Central,978-988-8208-14-2,,,2014,Controlled,Regular,Unique Title Requests,1
"Art Worlds : Artists, Images, and Audiences in Late Nineteenth-Century Shanghai",ProQuest,Hong Kong University Press,ProQuest Ebook Central,978-988-8208-46-3,,,2015,Controlled,Regular,Unique Title Requests,1
Hong Kong Land for Hong Kong People,ProQuest,Hong Kong University Press,ProQuest Ebook Central,978-988-8208-65-4,,,2015,Controlled,Regular,Unique Title Requests,4
The Dynamics and Contradictions of Evangelisation in Africa : An essay on the Kom Experience,ProQuest,Langaa RPCIG,ProQuest Ebook Central,978-9956-578-21-4,,,2010,Controlled,Regular,Unique Title Requests,6
Africa in the Colonial Ages of Empire,ProQuest,Langaa RPCIG,ProQuest Ebook Central,978-9956-764-09-9,,,2017,Controlled,Regular,Unique Title Requests,1
Feminist Nightmares,ProQuest,New York University Press,ProQuest,,,,,Controlled,Regular,Unique Title Requests,1
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2",Accessible Archives,S. J. Clarke Pub. Co,Accessible Archives,,,,1,Controlled,Regular,Unique Title Requests,1
HOOD COUNTY HISTORY,Accessible Archives,None,Accessible Archives,,,,1,Controlled,Regular,Unique Title Requests,1
"HISTORY OF WHITE COUNTY, ILLINOIS: TOGETHER WITH SKETCHES OF ITS CITIES, VILLAGES AND TOWNSHIPS, EDUCATIONAL, RELIGIOUS, CIVIL,",Accessible Archives,INTER-STATE PUBLISHING CO,Accessible Archives,,,,1,Controlled,Regular,Unique Title Requests,1
On Christian doctrine,EBSCO,Christian Classics Ethereal Library,EBSCOhost,,,,1,Controlled,Regular,Unique Title Requests,1
MARION COUNTY IN THE MAKING,Accessible Archives,None,Accessible Archives,,,,1,Controlled,Regular,Unique Title Requests,1
Titus Andronicus  Or the Rape Of Lavinia,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1687,Controlled,Regular,Unique Title Requests,1
A HISTORY OF VIRGINIA FROM ITS DISCOVERY TILL THE YEAR 1781: WITH BIOGRAPHICAL SKETCHES OF ALL THE MOST DISTINGUISHED CHARACTERS,Accessible Archives,J. W. Campbell and M. Carey,Accessible Archives,,,,1813,Controlled,Regular,Unique Title Requests,1
Specimens Of American Poetry  With Critical and Biographical Notices,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1829,Controlled,Regular,Unique Title Requests,1
The Dramatic Works Of James Sheridan Knowles,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1859,Controlled,Regular,Unique Title Requests,1
"RECOLLECTIONS OF FIELD SERVICE WITH THE TWENTIETH IOWA INFANTRY VOLUNTEERS; OR, WHAT I SAW IN THE ARMY; EMBRACING ACCOUNTS OF MA",Accessible Archives,PRINTED FOR THE AUTHOR AT THE GAZETTE JOB ROOMS,Accessible Archives,,,,1865,Controlled,Regular,Unique Title Requests,1
Naked Genius,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1865,Controlled,Regular,Unique Title Requests,1
"INDIAN AND PIONEER HISTORY OF THE SAGINAW VALLEY, WITH HISTORIES OF EAST SAGINAW, SAGINAW CITY AND BAY CITY, FROM THEIR EARLIEST",Accessible Archives,"LEWIS &#x0026; LYON, BOOK AND JOB PRINTERS",Accessible Archives,,,,1866,Controlled,Regular,Unique Title Requests,1
"HISTORY OF ELIZABETH, NEW JERSEY; INCLUDING THE EARLY HISTORY OF UNION COUNTY",Accessible Archives,"PUBLISHED BY CARLTON &#x0026; LANAHAN, 200 MULBERRY-STREET",Accessible Archives,,,,1868,Controlled,Regular,Unique Title Requests,1
HISTORIC FIELDS AND MANSIONS OF MIDDLESEX,Accessible Archives,JAMES R. OSGOOD AND COMPANY,Accessible Archives,,,,1874,Controlled,Regular,Unique Title Requests,1
"REMINISCENCES OF LEVI COFFIN, THE REPUTED PRESIDENT OF THE UNDERGROUND RAILROAD; BEING A BRIEF HISTORY OF THE LABORS OF A LIFETI",Accessible Archives,WESTERN TRACT SOCIETY,Accessible Archives,,,,1876,Controlled,Regular,Unique Title Requests,1
OLD LANDMARKS AND HISTORIC FIELDS OF MIDDLESEX,Accessible Archives,ROBERTS BROTHERS,Accessible Archives,,,,1876,Controlled,Regular,Unique Title Requests,1
HISTORY AND GENEALOGY OF FENWICK'S COLONY,Accessible Archives,"GEORGE F. NIXON, PUBLISHER",Accessible Archives,,,,1876,Controlled,Regular,Unique Title Requests,1
"HISTORY OF NORTHAMPTON COUNTY, PENNSYLVANIA, WITH ILLUSTRATIONS DESCRIPTIVE OF ITS SCENERY",Accessible Archives,Peter Fritts,Accessible Archives,,,,1877,Controlled,Regular,Unique Title Requests,1
"HISTORY OF WAYNE COUNTY, OHIO: FROM THE DAYS OF THE PIONEERS AND FIRST SETTLERS TO THE PRESENT TIME",Accessible Archives,"ROBERT DOUGLASS, PUBLISHER",Accessible Archives,,,,1878,Controlled,Regular,Unique Title Requests,1
"HISTORY OF DAVIDSON COUNTY, TENNESSEE: WITH ILLUSTRATIONS AND BIOGRAPHICAL SKETCHES OF ITS PROMINENT MEN AND PIONEERS",Accessible Archives,J. W. Lewis &#x0026; Co,Accessible Archives,,,,1880,Controlled,Regular,Unique Title Requests,1
"HISTORY OF UNION AND MIDDLESEX COUNTIES, NEW JERSEY, WITH BIOGRAPHICAL SKETCHES OF MANY OF THEIR PIONEER AND PROMINENT MEN",Accessible Archives,EVERTS &#x0026; PECK,Accessible Archives,,,,1882,Controlled,Regular,Unique Title Requests,2
"HISTORY OF THE TOWN OF MILFORD. WORCESTER COUNTY MASSACHUSETTS, FROM ITS FIRST SETTLEMENT TO 1881",Accessible Archives,"FRANKLIN PRESS: RAND, AVERY, &#x0026; CO",Accessible Archives,,,,1882,Controlled,Regular,Unique Title Requests,1
"THE MEMORIAL HISTORY OF BOSTON, INCLUDING SUFFOLK COUNTY, MASSACHUSETTS. VOLUME IV",Accessible Archives,JAMES R. OSGOOD AND COMPANY,Accessible Archives,,,,1883,Controlled,Regular,Unique Title Requests,1
"HISTORY OF ESSEX AND HUDSON COUNTIES, NEW JERSEY",Accessible Archives,EVERTS &#x0026; PECK,Accessible Archives,,,,1884,Controlled,Regular,Unique Title Requests,1
"HISTORY OF PORTAGE COUNTY, OHIO. CONTAINING A HISTORY OF THE COUNTY, ITS TOWNSHIPS, TOWNS, VILLAGES, SCHOOLS, CHURCHES, INDUSTRI",Accessible Archives,"WARNER, BEERS &#x0026; CO",Accessible Archives,,,,1885,Controlled,Regular,Unique Title Requests,1
"HISTORY OF CRAWFORD COUNTY, PENNSYLVANIA, CONTAINING A HISTORY OF THE COUNTY; ITS TOWNSHIPS, TOWNS, VILLAGES, SCHOOLS, CHURCHES,",Accessible Archives,"WARNER, BEERS &#x0026; CO",Accessible Archives,,,,1885,Controlled,Regular,Unique Title Requests,1
Thoughts In Verse,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1887,Controlled,Regular,Unique Title Requests,1
HISTORY OF WARREN COUNTY PENNSYLVANIA,Accessible Archives,"D. MASON &#x0026; CO., PUBLISHERS",Accessible Archives,,,,1887,Controlled,Regular,Unique Title Requests,1
"HISTORY OF ESSEX COUNTY, MASSACHUSETTS, WITH BIOGRAPHICAL SKETCHES OF MANY OF ITS PIONEERS AND PROMINENT MEN. VOLUME II",Accessible Archives,J. W. LEWIS amp; CO,Accessible Archives,,,,1888,Controlled,Regular,Unique Title Requests,1
"HISTORY OF BEAVER COUNTY, PENNSYLVANIA; INCLUDING ITS EARLY SETTLEMENT; ITS ERECTION INTO A SEPARATE COUNTY; ITS SUBSEQUENT GROW",Accessible Archives,"A. WARNER &#x0026; CO., PUBLISHERS",Accessible Archives,,,,1888,Controlled,Regular,Unique Title Requests,1
"HISTORY OF VENANGO COUNTY, PENNSYLVANIA",Accessible Archives,"BROWN, RUNK &#x0026; CO., PUBLISHERS",Accessible Archives,,,,1890,Controlled,Regular,Unique Title Requests,1
"HISTORY OF THE COUNTIES OF MCKEAN, ELK, CAMERON AND POTTER, PENNSYLVANIA, WITH BIOGRAPHIES SELECTIONS, INCLUDING THEIR EARLY SET",Accessible Archives,"J. H. BEERS &#x0026; CO., PUBLISHERS",Accessible Archives,,,,1890,Controlled,Regular,Unique Title Requests,1
"HISTORY OF LUZERNE COUNTY, PENNSYLVANIA, WITH BIOGRAPHICAL SELECTIONS",Accessible Archives,"S. B. NELSON &#x0026; CO., PUBLISHERS",Accessible Archives,,,,1893,Controlled,Regular,Unique Title Requests,1
"THREE YEARS IN THE ARMY THE STORY OF THE THIRTEENTH MASSACHUSETTS VOLUNTEERS FROM JULY 16, 1861, TO AUGUST 1, 1864",Accessible Archives,ESTES AND LAURIAT,Accessible Archives,,,,1894,Controlled,Regular,Unique Title Requests,1
"HISTORY OF BUTLER COUNTY, PENNSYLVANIA",Accessible Archives,"R.C. BROWN &#x0026; rrrCO., PUBLISHERS",Accessible Archives,,,,1895,Controlled,Regular,Unique Title Requests,1
"A HISTORY OF THE SECOND REGIMENT, NEW HAMPSHIRE VOLUNTEER INFANTRY, IN THE WAR OF THE REBELLION",Accessible Archives,None,Accessible Archives,,,,1896,Controlled,Regular,Unique Title Requests,2
HISTORY OF THE TWELFTH REGIMENT NEW HAMPSHIRE VOLUNTEERS IN THE WAR OF THE REBELLION,Accessible Archives,"IRA C. EVANS, PRINTER, 12 SCHOOL STREET",Accessible Archives,,,,1897,Controlled,Regular,Unique Title Requests,4
"HISTORY OF THE SEVENTEENTH REGIMENT, NEW HAMPSHIRE VOLUNTEER INFANTRY. 1862-1863",Accessible Archives,SEVENTEENTH NEW HAMPSHIRE VETERAN ASSOCIATION,Accessible Archives,,,,1898,Controlled,Regular,Unique Title Requests,1
Along the Trail a Book Of Lyrics By Richard Hovey,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1899,Controlled,Regular,Unique Title Requests,1
HISTORY OF BEAVER COUNTY PENNSYLVANIA AND ITS CENTENNIAL CELEBRATION - VOLUME I,Accessible Archives,The Knickerbocker Press,Accessible Archives,,,,1904,Controlled,Regular,Unique Title Requests,1
ABSEGAMI: ANNALS OF EYREN HAVEN AND ATLANTIC CITY 1609 TO 1904 - VOLUME II,Accessible Archives,Sinnickson Chew &#x0026; Sons Company,Accessible Archives,,,,1904,Controlled,Regular,Unique Title Requests,1
"A PIONEER OUTLINE HISTORY OF NORTHWESTERN PENNSYLVANIA EMBRACING THE COUNTIES OF TIOGA, POTTER, MCKEAN, WARREN, CRAWFORD, VENANG",Accessible Archives,J. B. LIPPINCOTT COMPANY,Accessible Archives,,,,1905,Controlled,Regular,Unique Title Requests,1
CHARLESTON,Accessible Archives,"THE MACMILLAN COMPANY LONDON; MACMILLAN &#x0026; CO., LTD",Accessible Archives,,,,1906,Controlled,Regular,Unique Title Requests,1
"A TWENTIETH CENTURY HISTORY OF TRUMBULL COUNTY OHIO: A NARRATIVE ACCOUNT OF ITS HISTORICAL PROGRESS, ITS PEOPLE, AND ITS PRINCIP",Accessible Archives,THE LEWIS PUBLISHING COMPANY,Accessible Archives,,,,1909,Controlled,Regular,Unique Title Requests,1
Mental Health in College and University,ProQuest,Harvard University Press,ProQuest Ebook Central,,,,1918,Controlled,Regular,Unique Title Requests,1
"HISTORY OF HALL COUNTY NEBRASKA: A NARRATIVE OF THE PAST, WITH SPECIAL EMPHASIS UPON THE PIONEER PERIOD OF THE COUNTY'S H",Accessible Archives,WESTERN PUBLISHING AND ENGRAVING COMPANY,Accessible Archives,,,,1920,Controlled,Regular,Unique Title Requests,1
"HISTORY OF CAROLINE COUNTY, MARYLAND, FROM ITS BEGINNING",Accessible Archives,J.W. STOWELL PRINTING. CO,Accessible Archives,,,,1920,Controlled,Regular,Unique Title Requests,2
"HISTORY OF PERRY COUNTY, PENNSYLVANIA INCLUDING DESCRIPTIONS OF INDIAN AND PIONEER LIFE FROM THE TIME OF EARLIEST SETTLEMENT SKE",Accessible Archives,HAIN-MOORE COMPANY,Accessible Archives,,,,1922,Controlled,Regular,Unique Title Requests,1
Ludus Coventri Or the Plaie Called Corpus Christi Cotton Ms Vespasian D VIII By KS Block,ProQuest,ChadwyckHealey Title Bucket,ProQuest,,,,1922,Controlled,Regular,Unique Title Requests,1
HISTORIC FREDERICKSBURG THE STORY OF AN OLD TOWN,Accessible Archives,WHITTET amp; SHEPPERSON,Accessible Archives,,,,1922,Controlled,Regular,Unique Title Requests,2
HISTORIC FREDERICKSBURG; THE STORY OF AN OLD TOWN,Accessible Archives,Whittet and Shepperson,Accessible Archives,,,,1922,Controlled,Regular,Unique Title Requests,1
A HISTORY OF CAROLINE COUNTY VIRGINIA,Accessible Archives,None,Accessible Archives,,,,1924,Controlled,Regular,Unique Title Requests,1
<HI REND=ITALIC>HISTORY OF THE</HI> VALLEY OF THE HUDSON <HI REND=ITALIC>RIVER OF DESTINY</HI> 1609-1930 (VOLUME II),Accessible Archives,The S.J. Publishing Company,Accessible Archives,,,,1931,Controlled,Regular,Unique Title Requests,1
SKETCHES OF VIRGINIA HISTORICAL AND BIOGRAPHICAL,Accessible Archives,JOHN KNOX PRESS,Accessible Archives,,,,1966,Controlled,Regular,Unique Title Requests,1
PIONEER HISTORY OF COOS AND CURRY COUNTIES,Accessible Archives,COOS-CURRY PIONEER AND HISTORICAL ASSOCIATION,Accessible Archives,,,,1969,Controlled,Regular,Unique Title Requests,1
Formal languages and their relation to automata,Association for Computing Machinery,"Addison-Wesley Longman Publishing Co., Inc.",acm,,,,1969,Controlled,Regular,Unique Title Requests,2
Jane Eyre,ProQuest,"Floating Press, The",ProQuest Ebook Central,,,,1969,Controlled,Regular,Unique Title Requests,1
Middlemarch,ProQuest,Lerner Publishing Group,ProQuest Ebook Central,,,,1977,Controlled,Regular,Unique Title Requests,1
ACM Curricula Recommendations for Information Systems,Association for Computing Machinery,Association for Computing Machinery,acm,,,,1983,Controlled,Regular,Unique Title Requests,2
Paradise Lost,ProQuest,Lerner Publishing Group,ProQuest Ebook Central,,,,1984,Controlled,Regular,Unique Title Requests,1
Probabilistic Reasoning in Intelligent Systems,Association for Computing Machinery,Morgan Kaufmann Publishers Inc.,acm,,,,1988,Controlled,Regular,Unique Title Requests,1
Science and Human Rights,ProQuest,National Academies Press,ProQuest Ebook Central,,,,1988,Controlled,Regular,Unique Title Requests,1
"A Thrice-Told Tale : Feminism, Postmodernism, and Ethnographic Responsibility",ProQuest,Stanford University Press,ProQuest Ebook Central,,,,1992,Controlled,Regular,Unique Title Requests,25
A Thrice-Told Tale,ProQuest,Stanford University Press,ProQuest Ebook Central,,,,1992,Controlled,Regular,Unique Title Requests,1
ACM SIGCHI Curricula for Human-Computer Interaction,Association for Computing Machinery,Association for Computing Machinery,acm,,,,1992,Controlled,Regular,Unique Title Requests,1
Villette,ProQuest,"Floating Press, The",ProQuest Ebook Central,,,,1992,Controlled,Regular,Unique Title Requests,1
History of programming languages---II,Association for Computing Machinery,Association for Computing Machinery,acm,,,,1996,Controlled,Regular,Unique Title Requests,2
The Picture of Dorian Gray,ProQuest,Lerner Publishing Group,ProQuest Ebook Central,,,,1997,Controlled,Regular,Unique Title Requests,1
Great Expectations,ProQuest,Lerner Publishing Group,ProQuest Ebook Central,,,,1998,Controlled,Regular,Unique Title Requests,1
Emma,ProQuest,Lerner Publishing Group,ProQuest Ebook Central,,,,1998,Controlled,Regular,Unique Title Requests,1
"Forty studies that changed psychology: Explorations into the history of psychological research., 3rd ed.",EBSCO,None,EBSCOhost,,,,1999,Controlled,Regular,Unique Title Requests,2
Data and Methodological Issues for Tracking Former Welfare Recipients : A Workshop Summary,ProQuest,National Academies Press,ProQuest Ebook Central,,,,1999,Controlled,Regular,Unique Title Requests,1
Study in Scarlet,ProQuest,ElecBook,ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,1
Public Policies for Environmental Protection,EBSCO,Resources for the Future,EBSCOhost,,,,2000,Controlled,Regular,Unique Title Requests,1
Timaeus,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,7
Vindication Of The Rights Of Woman,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,2
To The Lord Generall Cromwell May 1652,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,1
Meditations On First Philosophy,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,7
Gettysburg Address,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,1
Memoirs of Sherlock Holmes,ProQuest,ElecBook,ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,1
Poetics,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,46
Notes On The State Of Virginia,ProQuest,"Infomotions, Inc.",ProQuest Ebook Central,,,,2000,Controlled,Regular,Unique Title Requests,1
Roles of Academic Health Centers in the 21st Century: A Workshop Summary,EBSCO,National Academies Press,EBSCOhost,,,,2001,Controlled,Regular,Unique Title Requests,1
How to Differentiate Instruction in Mixed-Ability Classrooms,ProQuest,Association for Supervision & Curriculum Development,ProQuest Ebook Central,,,,2001,Controlled,Regular,Unique Title Requests,2
The Call of the Wild,ProQuest,Lerner Publishing Group,ProQuest Ebook Central,,,,2002,Controlled,Regular,Unique Title Requests,1
Proven Online Subscription Sales Tactics : 31 Case Studies and 25 Tactics to Get More Paid Subscribers,ProQuest,"MarketingSherpa, Incorporated",ProQuest Ebook Central,,,,2002,Controlled,Regular,Unique Title Requests,1
